id,id_caller,id_receiver,start_date,duration,end_date,id_cellsite
671,47,76,1658906087,403,1658906490,39
672,25,81,1639752659,3997,1639756656,8
673,6,54,1640255880,1361,1640257241,46
674,29,78,1652719843,384,1652720227,14
675,22,94,1658170667,1261,1658171928,2
676,19,62,1659173600,4401,1659178001,18
677,22,83,1651695588,4024,1651699612,44
678,46,52,1656344098,2051,1656346149,16
679,50,75,1648571081,4644,1648575725,5
680,7,65,1648780283,2739,1648783022,33
681,19,70,1643319357,614,1643319971,14
682,28,52,1638100470,1048,1638101518,26
683,36,56,1635300751,3112,1635303863,45
684,25,80,1647931543,2264,1647933807,30
685,40,54,1658921470,3346,1658924816,28
686,33,89,1631929793,1007,1631930800,1
687,36,95,1639888854,1431,1639890285,22
688,16,81,1654840099,1466,1654841565,38
689,13,69,1659019982,4698,1659024680,31
690,20,86,1651522944,4624,1651527568,28
691,1,97,1658459979,1238,1658461217,38
692,31,81,1654890905,3468,1654894373,24
693,43,83,1642322108,3798,1642325906,48
694,37,85,1648447676,1967,1648449643,29
695,14,66,1659208549,3531,1659212080,16
696,20,92,1654807119,4411,1654811530,30
697,4,76,1640762565,3534,1640766099,37
698,41,62,1649789525,2998,1649792523,43
699,3,98,1658648007,4236,1658652243,40
700,48,77,1651128486,2626,1651131112,29
701,33,96,1644001106,2653,1644003759,4
702,3,55,1644202507,1332,1644203839,1
703,2,52,1644977323,4703,1644982026,4
704,20,96,1645099818,2332,1645102150,10
705,21,92,1652592424,3438,1652595862,28
706,36,87,1652909105,2496,1652911601,23
707,50,66,1634110233,4506,1634114739,46
708,37,51,1636064367,4838,1636069205,6
709,6,72,1656682678,4321,1656686999,2
710,28,62,1635463175,188,1635463363,30
711,22,57,1657730979,2974,1657733953,40
712,40,79,1656248603,930,1656249533,37
713,12,84,1636321738,2574,1636324312,12
714,14,66,1643135403,3414,1643138817,15
715,1,96,1629933676,3103,1629936779,25
716,7,57,1633972564,2290,1633974854,21
717,45,52,1660265162,2466,1660267628,48
718,10,71,1631930885,3286,1631934171,29
719,50,89,1644743422,3830,1644747252,10
720,19,77,1635007039,177,1635007216,2
721,1,86,1654955059,716,1654955775,42
722,1,97,1629742441,3666,1629746107,43
723,20,68,1647050261,3457,1647053718,19
724,35,93,1638964176,3212,1638967388,3
725,24,81,1652612784,4328,1652617112,33
726,40,88,1652236208,1544,1652237752,49
727,36,55,1635955740,1811,1635957551,1
728,24,71,1658641679,4662,1658646341,34
729,21,58,1637383425,3993,1637387418,25
730,31,52,1643331883,1677,1643333560,36
731,26,93,1630915659,209,1630915868,29
732,5,58,1644781197,180,1644781377,3
733,40,98,1634130399,1084,1634131483,5
734,2,97,1655499106,2994,1655502100,2
735,1,85,1635074224,276,1635074500,11
736,21,98,1660624918,4310,1660629228,23
737,33,68,1635637857,2575,1635640432,26
738,44,97,1640312383,4438,1640316821,1
739,46,92,1650293180,3164,1650296344,7
740,29,67,1630584242,1527,1630585769,49
741,25,97,1634093664,254,1634093918,8
742,3,69,1642512648,2004,1642514652,38
743,11,83,1655581021,1365,1655582386,6
744,6,72,1656059734,4547,1656064281,7
745,27,93,1655372888,4824,1655377712,33
746,13,62,1633546455,570,1633547025,32
747,35,84,1650539521,2726,1650542247,20
748,34,54,1642578009,4174,1642582183,43
749,37,84,1637104773,2179,1637106952,4
750,31,90,1658277056,4585,1658281641,11
751,34,87,1651138408,912,1651139320,14
752,2,72,1642018930,2093,1642021023,43
753,7,54,1648973730,1526,1648975256,44
754,14,64,1634548344,1213,1634549557,4
755,39,85,1657411331,4732,1657416063,8
756,22,51,1635279300,4280,1635283580,38
757,50,63,1630944662,2588,1630947250,43
758,11,82,1652789294,3109,1652792403,12
759,39,61,1656562940,4779,1656567719,29
760,11,64,1642119041,711,1642119752,42
761,34,57,1640257447,2538,1640259985,28
762,24,64,1657231917,1107,1657233024,20
763,11,91,1648796323,446,1648796769,42
764,40,86,1654726980,4677,1654731657,16
765,13,83,1630119677,3435,1630123112,25
766,10,80,1632851480,4136,1632855616,15
767,15,81,1636390980,4791,1636395771,30
768,49,56,1635254520,1465,1635255985,8
769,6,58,1635634025,535,1635634560,23
770,30,66,1630748052,1949,1630750001,43
771,44,93,1637207043,4110,1637211153,41
772,49,56,1651940342,1894,1651942236,26
773,27,72,1659941050,2599,1659943649,3
774,7,65,1645460975,1673,1645462648,12
775,50,66,1647138197,4673,1647142870,7
776,16,56,1659153766,1024,1659154790,9
777,23,60,1629836844,475,1629837319,27
778,21,76,1633816813,4084,1633820897,48
779,37,88,1645293215,1729,1645294944,13
780,39,70,1660261174,1553,1660262727,46
781,3,88,1653969792,979,1653970771,22
782,48,69,1639103803,1495,1639105298,7
783,21,78,1634239117,255,1634239372,13
784,27,94,1629642059,3471,1629645530,13
785,11,68,1642632348,928,1642633276,28
786,24,82,1651328008,1098,1651329106,11
787,33,61,1645145319,1664,1645146983,12
788,22,77,1656864670,1308,1656865978,34
789,33,70,1658288356,967,1658289323,16
790,7,97,1644939731,3897,1644943628,14
791,11,77,1649959055,3837,1649962892,30
792,3,68,1641914780,1200,1641915980,45
793,28,74,1635095812,2088,1635097900,28
794,32,85,1631695349,2423,1631697772,21
795,2,65,1660725668,4014,1660729682,40
796,27,79,1635517805,2795,1635520600,37
797,48,61,1649484155,1775,1649485930,29
798,31,69,1650986892,597,1650987489,32
799,48,75,1638948801,224,1638949025,47
800,39,93,1650837493,2052,1650839545,8
801,9,97,1645568337,4615,1645572952,11
802,43,68,1645036968,217,1645037185,19
803,35,70,1658562963,2198,1658565161,34
804,39,91,1645131770,153,1645131923,40
805,49,79,1660407084,4064,1660411148,45
806,36,70,1634453026,3620,1634456646,28
807,24,64,1646796094,1757,1646797851,48
808,40,82,1631241445,4292,1631245737,13
809,40,92,1635815133,1417,1635816550,17
810,18,58,1655897112,2742,1655899854,33
811,29,77,1632373444,3634,1632377078,25
812,42,63,1631290226,3450,1631293676,43
813,21,97,1645658050,1973,1645660023,42
814,1,68,1652336886,4189,1652341075,2
815,30,61,1651095518,601,1651096119,18
816,17,70,1649213606,2116,1649215722,11
817,9,63,1644103545,1415,1644104960,36
818,5,65,1652484509,4347,1652488856,15
819,29,54,1631146508,3285,1631149793,9
820,9,96,1641389773,993,1641390766,18
821,38,63,1651309884,3035,1651312919,49
822,28,78,1645160986,1958,1645162944,38
823,36,55,1644986194,1451,1644987645,41
824,9,91,1650491190,963,1650492153,26
825,12,98,1651762528,4602,1651767130,5
826,31,88,1646177493,4301,1646181794,29
827,48,98,1637368220,3116,1637371336,31
828,23,69,1654042993,3867,1654046860,30
829,6,75,1637604987,3682,1637608669,1
830,43,75,1631230785,3250,1631234035,35
831,28,66,1630023361,994,1630024355,9
832,28,51,1645242053,3900,1645245953,1
833,18,70,1645355485,4008,1645359493,19
834,7,90,1648779612,356,1648779968,16
835,19,53,1658260076,2585,1658262661,13
836,50,55,1655011889,2516,1655014405,49
837,25,92,1643152576,1026,1643153602,10
838,24,59,1646822456,1230,1646823686,28
839,4,94,1645927445,1124,1645928569,21
840,12,80,1657316716,115,1657316831,39
841,29,73,1631723501,1007,1631724508,18
842,32,78,1632929218,4424,1632933642,15
843,24,58,1632784255,591,1632784846,18
844,9,95,1635840951,1710,1635842661,35
845,44,97,1632688843,3265,1632692108,20
846,26,89,1652804253,2313,1652806566,23
847,33,62,1640476655,2363,1640479018,27
848,19,95,1648340330,2465,1648342795,34
849,33,60,1641655287,723,1641656010,32
850,36,84,1660992267,4697,1660996964,25
851,33,68,1629603511,3638,1629607149,4
852,34,91,1635636440,382,1635636822,4
853,44,70,1655406398,738,1655407136,29
854,16,81,1651034882,3451,1651038333,23
855,36,67,1638749978,1596,1638751574,41
856,36,91,1647195832,2341,1647198173,12
857,41,93,1660873352,4522,1660877874,4
858,13,88,1649744389,2321,1649746710,23
859,44,90,1645629787,4138,1645633925,36
860,49,78,1639542412,3188,1639545600,22
861,47,77,1642718322,2258,1642720580,13
862,50,88,1637972294,3582,1637975876,15
863,50,72,1639879459,4172,1639883631,27
864,38,86,1649295761,1462,1649297223,24
865,28,53,1636917096,3279,1636920375,37
866,33,83,1642885292,2621,1642887913,40
867,13,78,1655201191,3678,1655204869,32
868,36,60,1647885943,4543,1647890486,6
869,41,67,1647086073,4170,1647090243,1
870,7,84,1644768740,2048,1644770788,1
871,7,98,1634504906,3833,1634508739,9
872,7,61,1645685947,3677,1645689624,7
873,15,77,1647517828,4051,1647521879,39
874,36,76,1637662715,4881,1637667596,1
875,9,64,1656487782,3535,1656491317,6
876,47,95,1657927338,3443,1657930781,29
877,8,72,1660876618,735,1660877353,30
878,47,53,1636729498,1075,1636730573,21
879,13,55,1644446513,2284,1644448797,44
880,4,64,1644854842,2455,1644857297,9
881,1,84,1632838985,2025,1632841010,29
882,20,98,1646718449,3012,1646721461,3
883,18,57,1654379759,3039,1654382798,11
884,35,54,1638005817,3078,1638008895,46
885,23,76,1647484718,3517,1647488235,39
886,20,95,1644218479,4918,1644223397,10
887,9,72,1647625834,3289,1647629123,35
888,44,70,1639222133,1618,1639223751,16
889,10,58,1640596903,2891,1640599794,32
890,13,96,1638894992,4982,1638899974,44
891,19,97,1642056621,920,1642057541,31
892,11,68,1661021170,628,1661021798,4
893,42,83,1632528534,2257,1632530791,28
894,27,52,1643899683,3864,1643903547,40
895,23,99,1644529459,583,1644530042,1
896,35,92,1650085800,1148,1650086948,15
897,19,68,1638447669,3347,1638451016,28
898,41,86,1641386569,3146,1641389715,49
899,48,71,1640670183,1288,1640671471,11
900,10,52,1632846067,1956,1632848023,22
901,47,57,1652480013,4317,1652484330,27
902,41,74,1640167649,301,1640167950,45
903,45,71,1654021881,172,1654022053,20
904,10,63,1645161272,208,1645161480,22
905,6,54,1642741167,702,1642741869,13
906,25,88,1631841208,3824,1631845032,39
907,8,83,1634115667,4259,1634119926,42
908,22,85,1634904750,1107,1634905857,39
909,15,89,1632905086,3621,1632908707,43
910,12,67,1632588045,3159,1632591204,37
911,7,84,1633722082,619,1633722701,20
912,10,72,1643915584,4268,1643919852,3
913,29,76,1654553661,1766,1654555427,23
914,20,69,1658531678,2265,1658533943,35
915,36,62,1639977493,3134,1639980627,11
916,17,89,1656710434,1290,1656711724,15
917,15,53,1636599682,4131,1636603813,6
918,21,84,1654263950,4660,1654268610,38
919,18,77,1637127133,1783,1637128916,40
920,25,76,1638610250,3213,1638613463,15
921,6,64,1637253379,754,1637254133,13
922,5,84,1636629954,1036,1636630990,13
923,31,97,1632007402,4918,1632012320,32
924,39,91,1641222549,2647,1641225196,35
925,3,92,1638726747,3669,1638730416,31
926,32,61,1646651712,2967,1646654679,20
927,10,93,1629644651,4273,1629648924,13
928,24,96,1646758672,2866,1646761538,8
929,13,68,1651424955,2134,1651427089,48
930,47,99,1660360311,4004,1660364315,31
931,9,92,1634818915,1636,1634820551,46
932,45,90,1655529065,3135,1655532200,19
933,38,73,1636346811,3614,1636350425,38
934,8,99,1632252341,549,1632252890,15
935,24,58,1653041852,830,1653042682,25
936,16,62,1655275732,1700,1655277432,32
937,43,65,1636444590,3265,1636447855,23
938,48,86,1631181230,122,1631181352,7
939,42,85,1649456240,219,1649456459,8
940,38,80,1631567171,106,1631567277,41
941,1,64,1649715039,4254,1649719293,25
942,18,85,1646058408,1706,1646060114,34
943,23,87,1649367016,4989,1649372005,32
944,32,59,1655871563,1423,1655872986,13
945,11,83,1660599538,2780,1660602318,29
946,38,89,1634210031,1719,1634211750,44
947,25,90,1640649088,1716,1640650804,15
948,48,87,1654646484,3074,1654649558,30
949,6,54,1635145297,523,1635145820,2
950,23,77,1635528747,3943,1635532690,17
951,7,66,1635933291,690,1635933981,20
952,50,86,1640685898,2394,1640688292,40
953,36,75,1642370879,3349,1642374228,46
954,48,73,1656782061,398,1656782459,37
955,14,53,1642198196,4353,1642202549,46
956,11,80,1657355720,2111,1657357831,9
957,23,97,1660805091,4602,1660809693,14
958,50,98,1655250174,4714,1655254888,9
959,29,68,1633499373,3345,1633502718,48
960,14,95,1649992084,1079,1649993163,46
961,6,66,1650017350,1418,1650018768,22
962,18,98,1632992171,450,1632992621,19
963,5,89,1652032527,1970,1652034497,37
964,37,55,1651173322,1902,1651175224,20
965,39,83,1634411290,3877,1634415167,48
966,9,52,1660208750,3862,1660212612,32
967,8,84,1636854273,1219,1636855492,35
968,20,88,1652306527,102,1652306629,17
969,17,82,1638024256,665,1638024921,36
970,44,80,1653447120,739,1653447859,4
971,1,62,1648251690,3779,1648255469,36
972,49,59,1649956886,255,1649957141,45
973,15,64,1652351728,871,1652352599,8
974,27,90,1654687429,2560,1654689989,36
975,48,96,1631809371,2397,1631811768,30
976,41,77,1650373218,2786,1650376004,21
977,5,81,1651353254,2362,1651355616,37
978,24,76,1647159911,1464,1647161375,20
979,49,57,1646133130,2074,1646135204,35
980,9,92,1633885798,4054,1633889852,30
981,41,86,1652951666,1559,1652953225,47
982,6,99,1650152132,3477,1650155609,27
983,43,84,1649401695,585,1649402280,32
984,12,55,1654148947,372,1654149319,46
985,33,79,1645578504,671,1645579175,38
986,10,70,1632712737,120,1632712857,42
987,9,55,1648378985,359,1648379344,8
988,37,68,1637855297,3952,1637859249,35
989,9,79,1647928825,950,1647929775,22
990,11,84,1650369481,1961,1650371442,26
991,15,58,1645181008,4306,1645185314,7
992,31,68,1651528070,461,1651528531,42
993,38,73,1632046926,369,1632047295,40
994,9,60,1630657250,1585,1630658835,41
995,6,65,1658763166,107,1658763273,26
996,20,58,1646919341,2905,1646922246,30
997,41,87,1657743229,510,1657743739,26
998,41,86,1658778455,3944,1658782399,44
999,35,82,1630370931,1357,1630372288,12
1000,24,64,1656883190,3581,1656886771,42
